,identifier,source,annotation
346,CAPP_ECOLI,Gene Ontology (cellular component),cytosol [GO:0005829]
347,CAPP_ECOLI,Gene Ontology (molecular function),identical protein binding [GO:0042802]
348,CAPP_ECOLI,Gene Ontology (molecular function), magnesium ion binding [GO:0000287]
349,CAPP_ECOLI,Gene Ontology (molecular function), phosphoenolpyruvate carboxylase activity [GO:0008964]
350,CAPP_ECOLI,Gene Ontology (biological process), gluconeogenesis [GO:0006094]
351,CAPP_ECOLI,Gene Ontology (biological process), oxaloacetate metabolic process [GO:0006107]
352,CAPP_ECOLI,Gene Ontology (biological process), protein homotetramerization [GO:0051289]
353,CAPP_ECOLI,Gene Ontology (biological process), tricarboxylic acid cycle [GO:0006099]
354,P00887,Gene Ontology (biological process),amino acid biosynthetic process [GO:0008652]
355,P00887,Gene Ontology (cellular component),cytoplasm [GO:0005737]
356,P00887,Gene Ontology (molecular function),3-deoxy-7-phosphoheptulonate synthase activity [GO:0003849]
357,P00887,Gene Ontology (molecular function), identical protein binding [GO:0042802]
358,P00887,Gene Ontology (biological process), aromatic amino acid family biosynthetic process [GO:0009073]
359,P00887,Gene Ontology (biological process), chorismate biosynthetic process [GO:0009423]
360,AROH_ECOLI,Gene Ontology (biological process),amino acid biosynthetic process [GO:0008652]
361,AROH_ECOLI,Gene Ontology (cellular component),cytoplasm [GO:0005737]
362,AROH_ECOLI,Gene Ontology (molecular function),3-deoxy-7-phosphoheptulonate synthase activity [GO:0003849]
363,AROH_ECOLI,Gene Ontology (molecular function), identical protein binding [GO:0042802]
364,AROH_ECOLI,Gene Ontology (biological process), aromatic amino acid family biosynthetic process [GO:0009073]
365,AROH_ECOLI,Gene Ontology (biological process), chorismate biosynthetic process [GO:0009423]
366,P00888,Gene Ontology (biological process),amino acid biosynthetic process [GO:0008652]
367,P00888,Gene Ontology (cellular component),cytoplasm [GO:0005737]
368,P00888,Gene Ontology (molecular function),3-deoxy-7-phosphoheptulonate synthase activity [GO:0003849]
369,P00888,Gene Ontology (molecular function), identical protein binding [GO:0042802]
370,P00888,Gene Ontology (biological process), aromatic amino acid family biosynthetic process [GO:0009073]
371,P00888,Gene Ontology (biological process), chorismate biosynthetic process [GO:0009423]
372,AROF_ECOLI,Gene Ontology (biological process),amino acid biosynthetic process [GO:0008652]
373,AROF_ECOLI,Gene Ontology (cellular component),cytoplasm [GO:0005737]
374,AROF_ECOLI,Gene Ontology (molecular function),3-deoxy-7-phosphoheptulonate synthase activity [GO:0003849]
375,AROF_ECOLI,Gene Ontology (molecular function), identical protein binding [GO:0042802]
376,AROF_ECOLI,Gene Ontology (biological process), aromatic amino acid family biosynthetic process [GO:0009073]
377,AROF_ECOLI,Gene Ontology (biological process), chorismate biosynthetic process [GO:0009423]
378,P00893,Gene Ontology (biological process),branched-chain amino acid biosynthetic process [GO:0009082]
379,P00893,Gene Ontology (cellular component),acetolactate synthase complex [GO:0005948]
380,P00893,Gene Ontology (molecular function),acetolactate synthase activity [GO:0003984]
381,P00893,Gene Ontology (molecular function), flavin adenine dinucleotide binding [GO:0050660]
382,P00893,Gene Ontology (molecular function), magnesium ion binding [GO:0000287]
383,P00893,Gene Ontology (molecular function), thiamine pyrophosphate binding [GO:0030976]
384,P00893,Gene Ontology (cellular component), cytosol [GO:0005829]
385,P00893,Gene Ontology (biological process), isoleucine biosynthetic process [GO:0009097]
386,P00893,Gene Ontology (biological process), L-valine biosynthetic process [GO:0009099]
387,ILVI_ECOLI,Gene Ontology (biological process),branched-chain amino acid biosynthetic process [GO:0009082]
388,ILVI_ECOLI,Gene Ontology (cellular component),acetolactate synthase complex [GO:0005948]
389,ILVI_ECOLI,Gene Ontology (molecular function),acetolactate synthase activity [GO:0003984]
390,ILVI_ECOLI,Gene Ontology (molecular function), flavin adenine dinucleotide binding [GO:0050660]
391,ILVI_ECOLI,Gene Ontology (molecular function), magnesium ion binding [GO:0000287]
392,ILVI_ECOLI,Gene Ontology (molecular function), thiamine pyrophosphate binding [GO:0030976]
393,ILVI_ECOLI,Gene Ontology (cellular component), cytosol [GO:0005829]
394,ILVI_ECOLI,Gene Ontology (biological process), isoleucine biosynthetic process [GO:0009097]
395,ILVI_ECOLI,Gene Ontology (biological process), L-valine biosynthetic process [GO:0009099]
396,P00894,Gene Ontology (biological process),branched-chain amino acid biosynthetic process [GO:0009082]
397,P00894,Gene Ontology (cellular component),acetolactate synthase complex [GO:0005948]
398,P00894,Gene Ontology (molecular function),acetolactate synthase activity [GO:0003984]
399,P00894,Gene Ontology (molecular function), acetolactate synthase regulator activity [GO:1990610]
400,P00894,Gene Ontology (cellular component), cytosol [GO:0005829]
401,P00894,Gene Ontology (biological process), isoleucine biosynthetic process [GO:0009097]
402,P00894,Gene Ontology (biological process), L-valine biosynthetic process [GO:0009099]
403,ILVH_ECOLI,Gene Ontology (biological process),branched-chain amino acid biosynthetic process [GO:0009082]
404,ILVH_ECOLI,Gene Ontology (cellular component),acetolactate synthase complex [GO:0005948]
405,ILVH_ECOLI,Gene Ontology (molecular function),acetolactate synthase activity [GO:0003984]
406,ILVH_ECOLI,Gene Ontology (molecular function), acetolactate synthase regulator activity [GO:1990610]
407,ILVH_ECOLI,Gene Ontology (cellular component), cytosol [GO:0005829]
408,ILVH_ECOLI,Gene Ontology (biological process), isoleucine biosynthetic process [GO:0009097]
409,ILVH_ECOLI,Gene Ontology (biological process), L-valine biosynthetic process [GO:0009099]
410,P00934,Gene Ontology (biological process),threonine biosynthetic process [GO:0009088]
411,P00934,Gene Ontology (cellular component),cytosol [GO:0005829]
412,P00934,Gene Ontology (molecular function),pyridoxal phosphate binding [GO:0030170]
413,P00934,Gene Ontology (molecular function), threonine synthase activity [GO:0004795]
414,THRC_ECOLI,Gene Ontology (biological process),threonine biosynthetic process [GO:0009088]
415,THRC_ECOLI,Gene Ontology (cellular component),cytosol [GO:0005829]
416,THRC_ECOLI,Gene Ontology (molecular function),pyridoxal phosphate binding [GO:0030170]
417,THRC_ECOLI,Gene Ontology (molecular function), threonine synthase activity [GO:0004795]
418,P00935,Gene Ontology (biological process),cysteine biosynthetic process via cystathionine [GO:0019343]
419,P00935,Gene Ontology (cellular component),cytoplasm [GO:0005737]
420,P00935,Gene Ontology (molecular function),cystathionine gamma-lyase activity [GO:0004123]
421,P00935,Gene Ontology (molecular function), cystathionine gamma-synthase activity [GO:0003962]
422,P00935,Gene Ontology (molecular function), pyridoxal phosphate binding [GO:0030170]
423,P00935,Gene Ontology (biological process), methionine biosynthetic process [GO:0009086]
424,P00935,Gene Ontology (biological process), transsulfuration [GO:0019346]
425,METB_ECOLI,Gene Ontology (biological process),cysteine biosynthetic process via cystathionine [GO:0019343]
426,METB_ECOLI,Gene Ontology (cellular component),cytoplasm [GO:0005737]
427,METB_ECOLI,Gene Ontology (molecular function),cystathionine gamma-lyase activity [GO:0004123]
428,METB_ECOLI,Gene Ontology (molecular function), cystathionine gamma-synthase activity [GO:0003962]
429,METB_ECOLI,Gene Ontology (molecular function), pyridoxal phosphate binding [GO:0030170]
430,METB_ECOLI,Gene Ontology (biological process), methionine biosynthetic process [GO:0009086]
431,METB_ECOLI,Gene Ontology (biological process), transsulfuration [GO:0019346]
432,P00936,Gene Ontology (biological process),cAMP biosynthetic process [GO:0006171]
433,P00936,Gene Ontology (cellular component),cytoplasm [GO:0005737]
434,P00936,Gene Ontology (molecular function),adenylate cyclase activity [GO:0004016]
435,P00936,Gene Ontology (molecular function), ATP binding [GO:0005524]
436,CYAA_ECOLI,Gene Ontology (biological process),cAMP biosynthetic process [GO:0006171]
437,CYAA_ECOLI,Gene Ontology (cellular component),cytoplasm [GO:0005737]
438,CYAA_ECOLI,Gene Ontology (molecular function),adenylate cyclase activity [GO:0004016]
439,CYAA_ECOLI,Gene Ontology (molecular function), ATP binding [GO:0005524]
440,P00946,Gene Ontology (biological process),colanic acid biosynthetic process [GO:0009242]
441,P00946,Gene Ontology (cellular component),cytosol [GO:0005829]
442,P00946,Gene Ontology (molecular function),mannose-6-phosphate isomerase activity [GO:0004476]
443,P00946,Gene Ontology (molecular function), zinc ion binding [GO:0008270]
444,P00946,Gene Ontology (biological process), GDP-mannose biosynthetic process [GO:0009298]
445,P00946,Gene Ontology (biological process), mannose catabolic process [GO:0019309]
446,MANA_ECOLI,Gene Ontology (biological process),colanic acid biosynthetic process [GO:0009242]
447,MANA_ECOLI,Gene Ontology (cellular component),cytosol [GO:0005829]
448,MANA_ECOLI,Gene Ontology (molecular function),mannose-6-phosphate isomerase activity [GO:0004476]
449,MANA_ECOLI,Gene Ontology (molecular function), zinc ion binding [GO:0008270]
450,MANA_ECOLI,Gene Ontology (biological process), GDP-mannose biosynthetic process [GO:0009298]
451,MANA_ECOLI,Gene Ontology (biological process), mannose catabolic process [GO:0019309]
452,P00954,Gene Ontology (biological process),tryptophanyl-tRNA aminoacylation [GO:0006436]
453,P00954,Gene Ontology (cellular component),cytosol [GO:0005829]
454,P00954,Gene Ontology (molecular function),ATP binding [GO:0005524]
455,P00954,Gene Ontology (molecular function), tryptophan-tRNA ligase activity [GO:0004830]
456,SYW_ECOLI,Gene Ontology (biological process),tryptophanyl-tRNA aminoacylation [GO:0006436]
457,SYW_ECOLI,Gene Ontology (cellular component),cytosol [GO:0005829]
458,SYW_ECOLI,Gene Ontology (molecular function),ATP binding [GO:0005524]
459,SYW_ECOLI,Gene Ontology (molecular function), tryptophan-tRNA ligase activity [GO:0004830]
460,P00956,Gene Ontology (biological process),isoleucyl-tRNA aminoacylation [GO:0006428]
461,P00956,Gene Ontology (cellular component),cytosol [GO:0005829]
462,P00956,Gene Ontology (molecular function),aminoacyl-tRNA editing activity [GO:0002161]
463,P00956,Gene Ontology (molecular function), ATP binding [GO:0005524]
464,P00956,Gene Ontology (molecular function), isoleucine-tRNA ligase activity [GO:0004822]
465,P00956,Gene Ontology (molecular function), tRNA binding [GO:0000049]
466,P00956,Gene Ontology (molecular function), zinc ion binding [GO:0008270]
467,P00956,Gene Ontology (biological process), response to antibiotic [GO:0046677]
468,SYI_ECOLI,Gene Ontology (biological process),isoleucyl-tRNA aminoacylation [GO:0006428]
469,SYI_ECOLI,Gene Ontology (cellular component),cytosol [GO:0005829]
470,SYI_ECOLI,Gene Ontology (molecular function),aminoacyl-tRNA editing activity [GO:0002161]
471,SYI_ECOLI,Gene Ontology (molecular function), ATP binding [GO:0005524]
472,SYI_ECOLI,Gene Ontology (molecular function), isoleucine-tRNA ligase activity [GO:0004822]
473,SYI_ECOLI,Gene Ontology (molecular function), tRNA binding [GO:0000049]
474,SYI_ECOLI,Gene Ontology (molecular function), zinc ion binding [GO:0008270]
475,SYI_ECOLI,Gene Ontology (biological process), response to antibiotic [GO:0046677]
476,P00957,Gene Ontology (biological process),alanyl-tRNA aminoacylation [GO:0006419]
477,P00957,Gene Ontology (cellular component),cytosol [GO:0005829]
478,P00957,Gene Ontology (molecular function),alanine-tRNA ligase activity [GO:0004813]
479,P00957,Gene Ontology (molecular function), aminoacyl-tRNA editing activity [GO:0002161]
480,P00957,Gene Ontology (molecular function), ATP binding [GO:0005524]
481,P00957,Gene Ontology (molecular function), DNA-binding transcription repressor activity [GO:0001217]
482,P00957,Gene Ontology (molecular function), identical protein binding [GO:0042802]
483,P00957,Gene Ontology (molecular function), peptide lactyltransferase (ATP-dependent) activity [GO:0141207]
484,P00957,Gene Ontology (molecular function), protein homodimerization activity [GO:0042803]
485,P00957,Gene Ontology (molecular function), Ser-tRNA(Ala) hydrolase activity [GO:0002196]
486,P00957,Gene Ontology (molecular function), tRNA binding [GO:0000049]
487,P00957,Gene Ontology (molecular function), zinc ion binding [GO:0008270]
488,P00957,Gene Ontology (cellular component), membrane [GO:0016020]
489,P00957,Gene Ontology (biological process), negative regulation of DNA-templated transcription [GO:0045892]
490,SYA_ECOLI,Gene Ontology (biological process),alanyl-tRNA aminoacylation [GO:0006419]
491,SYA_ECOLI,Gene Ontology (cellular component),cytosol [GO:0005829]
492,SYA_ECOLI,Gene Ontology (molecular function),alanine-tRNA ligase activity [GO:0004813]
493,SYA_ECOLI,Gene Ontology (molecular function), aminoacyl-tRNA editing activity [GO:0002161]
494,SYA_ECOLI,Gene Ontology (molecular function), ATP binding [GO:0005524]
495,SYA_ECOLI,Gene Ontology (molecular function), DNA-binding transcription repressor activity [GO:0001217]
496,SYA_ECOLI,Gene Ontology (molecular function), identical protein binding [GO:0042802]
497,SYA_ECOLI,Gene Ontology (molecular function), peptide lactyltransferase (ATP-dependent) activity [GO:0141207]
498,SYA_ECOLI,Gene Ontology (molecular function), protein homodimerization activity [GO:0042803]
499,SYA_ECOLI,Gene Ontology (molecular function), Ser-tRNA(Ala) hydrolase activity [GO:0002196]
500,SYA_ECOLI,Gene Ontology (molecular function), tRNA binding [GO:0000049]
501,SYA_ECOLI,Gene Ontology (molecular function), zinc ion binding [GO:0008270]
502,SYA_ECOLI,Gene Ontology (cellular component), membrane [GO:0016020]
503,SYA_ECOLI,Gene Ontology (biological process), negative regulation of DNA-templated transcription [GO:0045892]
504,P00959,Gene Ontology (biological process),methionyl-tRNA aminoacylation [GO:0006431]
505,P00959,Gene Ontology (cellular component),cytosol [GO:0005829]
506,P00959,Gene Ontology (molecular function),ATP binding [GO:0005524]
507,P00959,Gene Ontology (molecular function), methionine-tRNA ligase activity [GO:0004825]
508,P00959,Gene Ontology (molecular function), protein homodimerization activity [GO:0042803]
509,P00959,Gene Ontology (molecular function), tRNA binding [GO:0000049]
510,P00959,Gene Ontology (molecular function), zinc ion binding [GO:0008270]
511,P00959,Gene Ontology (cellular component), membrane [GO:0016020]
512,SYM_ECOLI,Gene Ontology (biological process),methionyl-tRNA aminoacylation [GO:0006431]
